"Story","Title","Result","Date","Stability","Duration (s)"
"Select two products to purchase on the Alkosto page","Select two purchase products on the Alkosto page and validate that they are in the shopping cart","SUCCESS","2023-12-07T09:19:43.614-05:00[America/Bogota]","0.0","78.91"
